Bingo (1991 film),https://en.wikipedia.org//wiki/Bingo_(1991_film)
Blue Desert (film),https://en.wikipedia.org//wiki/Blue_Desert_(film)
Body Parts (film),https://en.wikipedia.org//wiki/Body_Parts_(film)
The Boneyard,https://en.wikipedia.org//wiki/The_Boneyard
The Borrower,https://en.wikipedia.org//wiki/The_Borrower
Boyz n the Hood,https://en.wikipedia.org//wiki/Boyz_n_the_Hood
Breathing Fire,https://en.wikipedia.org//wiki/Breathing_Fire
Re-Animator,https://en.wikipedia.org//wiki/Re-Animator
A Brief History of Time (film),https://en.wikipedia.org//wiki/A_Brief_History_of_Time_(film)
Brother Future,https://en.wikipedia.org//wiki/Brother_Future
Bugsy,https://en.wikipedia.org//wiki/Bugsy
The Butcher's Wife,https://en.wikipedia.org//wiki/The_Butcher%27s_Wife
By the Sword (film),https://en.wikipedia.org//wiki/By_the_Sword_(film)
Cape Fear (1991 film),https://en.wikipedia.org//wiki/Cape_Fear_(1991_film)
Career Opportunities (film),https://en.wikipedia.org//wiki/Career_Opportunities_(film)
The Chase (1991 film),https://en.wikipedia.org//wiki/The_Chase_(1991_film)
Children of the Night (1991 film),https://en.wikipedia.org//wiki/Children_of_the_Night_(1991_film)
Child's Play 3,https://en.wikipedia.org//wiki/Child%27s_Play_3
Chopper Chicks in Zombietown,https://en.wikipedia.org//wiki/Chopper_Chicks_in_Zombietown
Chuck Amuck: The Movie,https://en.wikipedia.org//wiki/Chuck_Amuck:_The_Movie
City of Hope (film),https://en.wikipedia.org//wiki/City_of_Hope_(film)
City Slickers,https://en.wikipedia.org//wiki/City_Slickers
Class Action (film),https://en.wikipedia.org//wiki/Class_Action_(film)
Class of Nuke 'Em High,https://en.wikipedia.org//wiki/Class_of_Nuke_%27Em_High
Closet Land,https://en.wikipedia.org//wiki/Closet_Land
Cold Heaven (film),https://en.wikipedia.org//wiki/Cold_Heaven_(film)
The Commitments (film),https://en.wikipedia.org//wiki/The_Commitments_(film)
Company Business,https://en.wikipedia.org//wiki/Company_Business
Cool as Ice,https://en.wikipedia.org//wiki/Cool_as_Ice
Curly Sue,https://en.wikipedia.org//wiki/Curly_Sue
The Dark Backward,https://en.wikipedia.org//wiki/The_Dark_Backward
The Dark Wind,https://en.wikipedia.org//wiki/The_Dark_Wind
Daughters of the Dust,https://en.wikipedia.org//wiki/Daughters_of_the_Dust
Dead Again,https://en.wikipedia.org//wiki/Dead_Again
Deceived,https://en.wikipedia.org//wiki/Deceived
Defending Your Life,https://en.wikipedia.org//wiki/Defending_Your_Life
Defenseless,https://en.wikipedia.org//wiki/Defenseless
Delirious (1991 film),https://en.wikipedia.org//wiki/Delirious_(1991_film)
Do or Die (1991 film),https://en.wikipedia.org//wiki/Do_or_Die_(1991_film)
Doc Hollywood,https://en.wikipedia.org//wiki/Doc_Hollywood
The Doctor (1991 film),https://en.wikipedia.org//wiki/The_Doctor_(1991_film)
Dogfight (film),https://en.wikipedia.org//wiki/Dogfight_(film)
Don't Tell Mom the Babysitter's Dead,https://en.wikipedia.org//wiki/Don%27t_Tell_Mom_the_Babysitter%27s_Dead
The Doors (film),https://en.wikipedia.org//wiki/The_Doors_(film)
Double Impact,https://en.wikipedia.org//wiki/Double_Impact
Drop Dead Fred,https://en.wikipedia.org//wiki/Drop_Dead_Fred
Dutch (film),https://en.wikipedia.org//wiki/Dutch_(film)
Dying Young,https://en.wikipedia.org//wiki/Dying_Young
Edge of Honor,https://en.wikipedia.org//wiki/Edge_of_Honor
Ernest Scared Stupid,https://en.wikipedia.org//wiki/Ernest_Scared_Stupid
Eve of Destruction (film),https://en.wikipedia.org//wiki/Eve_of_Destruction_(film)
Eyes of an Angel (film),https://en.wikipedia.org//wiki/Eyes_of_an_Angel_(film)
F/X2,https://en.wikipedia.org//wiki/F/X2
F/X,https://en.wikipedia.org//wiki/F/X
Father of the Bride (1991 film),https://en.wikipedia.org//wiki/Father_of_the_Bride_(1991_film)
Final Approach (1991 film),https://en.wikipedia.org//wiki/Final_Approach_(1991_film)
The Fisher King (film),https://en.wikipedia.org//wiki/The_Fisher_King_(film)
The Five Heartbeats,https://en.wikipedia.org//wiki/The_Five_Heartbeats
Flight of the Intruder,https://en.wikipedia.org//wiki/Flight_of_the_Intruder
For the Boys,https://en.wikipedia.org//wiki/For_the_Boys
Frankie and Johnny (1991 film),https://en.wikipedia.org//wiki/Frankie_and_Johnny_(1991_film)
