,Box office
495,18369.0
496,159100000.0
497,117200000.0
498,63500000.0
499,1400000.0
500,296081.0
501,1152117.0
502,96000000.0
503,12900000.0
504,7839327.0
505,7000000.0
506,19900000.0
507,270200000.0
508,9488998.0
509,11146270.0
510,153600000.0
511,368900000.0
512,18600000.0
513,12700000.0
514,5100000.0
515,60600000.0
516,105000000.0
517,70200000.0
518,41000000.0
519,74200000.0
520,16500000.0
521,5900000.0
522,2000000.0
523,44900000.0
524,1677807.0
525,57000000.0
526,133800000.0
527,322871.0
528,187000000.0
529,65800000.0
530,266600000.00000003
531,14900000.0
532,5145823.0
533,15900000.0
534,1000000.0
535,32900000.0
536,12136999.0
537,1033000000.0
538,2400000.0
539,1200000.0
540,137300000.0
541,8600000.0
542,12440858.0
543,51000000.0
544,1498795.0
545,10688490.0
546,104000000.0
547,46000000.0
548,37000000.0
549,12900000.0
550,11200000.0
551,9500000.0
552,30000000.0
553,8000000.0
554,1039824.0
555,8345845.0
556,3125424.0
557,441300000.0
558,43000000.0
559,27400000.0
560,15200000.0
561,91500000.0
562,64000000.0
563,6600000.0
564,3273588.0
565,195300000.0
566,135100000.0
567,206700000.0
568,27000000.0
569,50000000.0
570,18289763.0
571,23000000.0
572,6484246.0
573,54207.0
574,107200000.0
575,67000000.0
576,56500000.0
577,148919.0
578,608866.0
579,22800000.0
580,134454.0
581,34300000.0
582,321300000.0
583,7266383.0
584,6100000.0
585,57300000.0
586,6400000.0
587,227800000.0
588,123900000.0
589,19000000.0
590,11500000.0
591,150100000.0
592,36400000.0
593,20000000.0
594,77000000.0
595,38900000.0
596,5600000.0
597,54400000.0
598,6400000.0
599,1000000.0
600,4000000.0
601,53900000.0
602,5495507.0
603,56500000.0
604,101071.0
605,12300000.0
606,12324660.0
607,24000000.0
608,14543394.0
609,901668.0
610,3900000.0
611,48200000.0
612,9300000.0
613,23600000.0
614,12700000.0
615,10000000.0
616,56000000.0
617,11200000.0
618,84859.0
619,278720.0
620,11798854.0
621,19623396.0
622,16192320.0
623,107200000.0
624,21000000.0
625,5800000.0
626,16820893.0
627,50200000.0
628,9400000.0
629,30000000.0
630,15240435.0
631,7300000.0
632,119200000.0
633,4600000.0
634,39000000.0
635,7000000.0
636,53000000.0
637,26000000.0
638,3400000.0
639,13400000.0
640,3700000.0
641,10471613.0
642,1200000.0
643,7900000.0
644,1600000.0
645,3038499.0
646,43000000.0
647,7400000.0
648,215900000.0
649,3200000.0
650,117600000.0
651,7400000.0
652,1007600.0
653,19700000.0
654,11391093.0
655,20100000.0
656,20300000.0
657,13642861.0
658,94000000.0
659,3174695.0
660,45600000.0
661,3103716.0
662,1700000.0
663,214000000.0
664,4200000.0
665,28735315.0
666,247300000.0
667,24000000.0
668,5900000.0
669,10904930.0
670,1700000.0
671,6800000.0
672,3134381.0
673,233824.0
674,341600000.0
675,683100000.0
676,8094616.0
677,30000000.0
678,35000000.0
679,2408311.0
680,395105.0
681,13137484.0
682,31000000.0
683,3400000.0
684,36700000.0
685,713234.0
686,11800000.0
687,19000000.0
688,1760527.0
689,61900000.0
690,10000000.0
691,26381221.0
692,89611.0
693,9900000.0
694,28881266.0
695,8880705.0
696,21355893.0
697,223700000.0
698,21000000.0
699,37939757.0
700,60822.0
701,20851521.0
702,3800000.0
703,108400000.0
704,1300000.0
705,9979683.0
706,5842603.0
707,160600000.0
708,46100000.0
709,2300000.0
710,968500000.0
711,12000000.0
712,4858139.0
713,19300000.0
714,1095885.0
715,67300000.0
716,50100000.0
717,18272894.0
718,35200.0
719,29400000.0
720,15200000.0
721,30600000.0
722,112000000.0
723,351600000.0
724,183000000.0
725,18137661.0
726,6800000.0
727,16453258.0
728,2144667.0
729,45000000.0
730,28000000.0
731,70936.0
732,50300000.0
733,106700000.0
734,15800000.0
735,15300000.0
736,39500000.0
737,12000000.0
738,38600000.0
739,20100000.0
740,4330020.0
741,13700000.0
742,48400000.0
743,126247.0
744,11669.0
745,3062530.0
746,213900000.0
747,8647042.0
748,24800000.0
749,1300000.0
750,305070.0
751,11000000.0
752,24332324.0
753,38100000.0
754,94200000.0
755,6562513.0
756,43200000.0
757,63513.0
758,189800000.0
759,2694234.0
760,71314.0
761,6159269.0
762,7800000.0
763,48000000.0
764,58300000.0
765,3200000.0
766,61274.0
767,3430583.0
768,200151.0
769,1359736.0
770,170400000.0
771,20667959.0
772,350400000.0
773,3337685.0
774,118000000.0
775,196600000.0
776,99400000.0
777,18300000.0
778,7727256.0
779,9800000.0
780,382928.0
781,47000000.0
782,185898.0
783,14815317.0
784,11300000.0
785,101600000.0
786,538534.0
787,6000000.0
788,6971777.0
789,71368.0
790,378900000.0
791,1746050.0
792,4400000.0
793,16480770.0
794,19800000.0
795,50000000.0
796,8878839.0
797,20000000.0
798,131000000.0
799,25100000.0
800,10184701.0
801,168800000.0
802,407618.0
803,212400000.0
804,302393.0
805,7506759.0
806,107900000.0
807,3400000.0
808,4800000.0
809,355200000.0
810,83300000.0
811,254100000.0
812,9600000.0
813,141400000.0
814,3674841.0
815,11000000.0
816,2400000.0
817,336600000.0
818,5500000.0
819,16000000.0
820,5750110.0
821,17700000.0
822,26400000.0
823,1268636.0
824,3730409.0
825,23400000.0
826,46600000.0
827,213200000.0
828,182000000.0
829,7900000.0
830,12100000.0
831,178104.0
832,13900000.0
833,116100000.0
834,287900000.0
835,1400591.0
836,13071518.0
837,56600000.0
838,16198.0
839,152000000.0
840,32000000.0
841,157400000.0
842,868979.0
843,676525.0
844,2570000.0
845,10000000.0
846,179500000.0
847,1000000.0
848,83000000.0
849,24100000.0
850,21100000.0
851,25400000.0
852,2000000.0
853,16100000.000000002
854,366100000.0
855,46400000.0
856,69000000.0
857,284785.0
858,3039634.0
859,10700000.0
860,303841.0
861,11500000.0
862,11642945.0
863,76600000.0
864,127600000.0
865,3987768.0
866,33000000.0
867,4257354.0
868,30000000.0
869,102000000.0
870,27500000.0
871,115100000.0
872,6000000.0
873,352100000.0
874,37600000.0
875,3900000.0
876,71500000.0
877,57100.0
878,7500000.0
879,15100000.0
880,187400000.0
881,941414.0
882,17600000.0
883,26000000.0
884,38300000.0
885,22100000.0
886,26325256.0
887,41000000.0
888,6600000.0
889,8900000.0
890,1977544.0
891,35700000.0
892,19500000.0
893,9900000.0
894,3487767.0
895,7600000.0
896,52400000.0
897,113500000.0
898,262800000.0
899,17000000.0
900,36800000.0
901,718490.0
902,13400000.0
903,20400000.0
904,14900000.0
905,459749.0
906,7024389.0
907,49800000.0
908,10000000.0
909,1100000.0
910,13300000.0
911,7600000.0
912,15453274.0
913,30100000.0
914,2100000.0
915,40070995.0
916,209935.0
917,1800000.0
918,5221281.0
919,469571.0
920,26000000.0
921,66400000.00000001
922,77200000.0
923,2484226.0
924,124700000.0
925,124700000.0
926,106300000.0
927,17400000.0
928,11100000.0
929,4686937.0
930,110600000.0
931,6858261.0
932,3565508.0
933,8000000.0
934,138500000.0
935,13700000.0
936,37600000.0
937,24670346.0
938,2844379.0
939,189800000.0
940,6834525.0
941,3900000.0
942,2832826.0
943,5269757.0
944,346100000.0
945,30900000.0
946,16100000.000000002
947,18600000.0
948,103351.0
949,4000000.0
950,2684904.0
951,31600000.0
952,12096881.0
953,87100000.0
954,512245.0
955,10400000.0
956,5711695.0
957,135000000.0
958,327300000.0
959,37800000.0
960,38000000.0
961,77300000.0
962,113300000.0
963,99318.0
964,692400.0
965,8000000.0
966,912082.0
967,64400000.00000001
968,11800000.0
969,6000000.0
970,669276.0
971,529677.0
972,7025496.0
973,5772529.0
974,21300000.0
975,47800000.0
976,23900000.0
977,32700000.000000004
978,5100000.0
979,373000000.0
980,26282.0
981,105000000.0
982,536023.0
983,2875086.0
984,34400000.0
985,19800000.0
986,9400000.0
987,24100000.0
988,82000000.0
989,50000000.0
990,6014341.0
991,264200000.0
992,5000000.0
993,182000000.0
994,3760525.0
995,2193982.0
996,15054636.0
997,320700000.0
998,11132900.0
999,37536.0
1000,15094530.0
1001,8600000.0
1002,14000000.0
1003,12800000.0
1004,1100000.0
1005,3800000.0
1006,3000000.0
1007,10600000.0
1008,63100000.0
1009,27315527.0
1010,8797839.0
1011,2000000.0
1012,14200000.0
1013,13400000.0
1014,185300000.0
1015,32400000.0
1016,1100000.0
1017,560069.0
1018,7000000.0
1019,516350.0
1020,2654308.0
1021,4000000.0
1022,150200000.0
1023,22600000.0
1024,102800000.0
1025,3300000.0
1026,290978.0
1027,9255027.0
1028,60200000.0
1029,22500000.0
1030,285112.0
1031,33400000.0
1032,100900000.0
1033,55600000.0
1034,25300000.0
1035,7343114.0
1036,49620.0
1037,22900000.0
1038,159200000.0
1039,2084559.0
1040,7138523.0
1041,52400000.0
1042,20109115.0
1043,37553752.0
1044,115300000.0
1045,9900000.0
1046,4422330.0
1047,31400000.0
1048,22200000.0
1049,232000000.0
1050,242300000.0
1051,25500000.0
1052,12767815.0
1053,9800000.0
1054,141000000.0
1055,122100000.0
1056,17400000.0
1057,26900000.0
1058,2104439.0
1059,10125417.0
1060,18600000.0
1061,60600000.0
1062,20800000.0
1063,3124440.0
1064,26491793.0
1065,181000000.0
1066,17193231.0
1067,20080020.0
1068,14702438.0
1069,25100000.0
1070,269300.0
1071,295493.0
1072,29300000.0
1073,59300000.0
1074,1412799.0
1075,5691854.0
1076,197322.0
1077,75000000.0
1078,13323144.0
1079,4000000.0
1080,20351264.0
1081,660313.0
1082,8000000.0
1083,4700000.0
1084,41200000.0
1085,222559.0
1086,26600000.0
1087,5009305.0
1088,9300000.0
1089,21302121.0
1090,32700000.000000004
1091,7032782.0
1092,325300000.0
1093,1900000.0
1094,2420162.0
1095,25372294.0
1096,817400000.0
1097,195170.0
1098,520.0
1099,49627779.0
1100,622503.0
1101,58600000.0
1102,37700000.0
1103,5200601.0
1104,273600000.0
1105,129800000.0
1106,4619014.0
1107,50789.0
1108,22700000.0
1109,8600000.0
1110,1356329.0
1111,18900000.0
1112,32200000.000000004
1113,8300000.000000001
1114,5939449.0
1115,2400000.0
1116,13000000.0
1117,89500000.0
1118,1408575.0
1119,32925.0
1120,107874.0
1121,502313.0
1122,101400000.0
1123,12800000.0
1124,12900000.0
1125,33500000.0
1126,51700000.0
1127,119700000.0
1128,27500000.0
1129,41000000.0
1130,457700000.0
1131,19145198.0
1132,403701.0
1133,12800000.0
1134,10082005.0
1135,11500000.0
1136,21075014.0
1137,34300000.0
1138,22300000.0
1139,1000000.0
1140,274000000.0
1141,97500000.0
1142,3000000.0
1143,8000000.0
1144,43000000.0
1145,17300000.0
1146,1383553.0
1147,48000000.0
1148,102600000.0
1149,57400000.0
1150,1945552.0
1151,309500000.0
1152,8543587.0
1153,335100000.0
1154,151800000.0
1155,220198.0
1156,10580.0
1157,173000000.0
1158,41600000.0
1159,37956793.0
1160,13800000.0
1161,165600000.0
1162,34100000.0
1163,230400000.0
1164,12643776.0
1165,27000000.0
1166,146000000.0
1167,4700000.0
1168,113000000.0
1169,2500000.0
1170,14818176.0
1171,21508.0
1172,10163782.0
1173,2000000.0
1174,4600000.0
1175,34600000.0
1176,34746109.0
1177,15300000.0
1178,152000000.0
1179,75800000.0
1180,4100000.0
1181,749741.0
1182,3600000.0
1183,34073143.0
1184,495700000.0
1185,13600000.0
1186,2821671.0
1187,272542.0
1188,100700000.0
1189,21400000.0
1190,1600000.0
1191,44722.0
1192,44052.0
1193,10292300.0
1194,4000000.0
1195,50100000.0
1196,34700000.0
1197,2465960.0
1198,315200000.0
1199,339379.0
1200,161400000.0
1201,26600000.0
1202,44200000.0
1203,136800000.0
1204,140000000.0
1205,2196650.0
1206,21277770.0
1207,314100000.0
1208,332597.0
1209,67700000.0
1210,7338279.0
1211,238200000.0
1212,251200000.0
1213,11500000.0
1214,5000.0
1215,31500000.0
1216,720074.0
1217,43100000.0
1218,20050376.0
1219,16500000.0
1220,50200000.0
1221,10100000.0
1222,1963654.0
1223,3600000.0
1224,12000000.0
1225,2178160.0
1226,1568328.0
1227,537948.0
1228,548562.0
1229,224000000.0
1230,137000000.0
1231,171100000.0
1232,63700000.0
1233,5400000.0
1234,178100000.0
1235,10600000.0
1236,14000000.0
1237,153000000.0
1238,140807547.0
1239,124900000.0
1240,48138337.0
1241,43300000.0
1242,386673.0
1243,14842388.0
1244,42000000.0
1245,14515490.0
1246,245700000.0
1247,878960.0
1248,35700000.0
1249,40000000.0
1250,263900000.0
1251,24500000.0
1252,785482.0
1253,178000000.0
1254,3400000.0
1255,42000000.0
1256,32700000.000000004
1257,97200000.0
1258,109400000.0
1259,5900000.0
1260,12500000.0
1261,174400000.0
1262,113069.0
1263,19700000.0
1264,23700000.0
1265,225900000.0
1266,5600000.0
1267,31070412.0
1268,2284034.0
1269,1338335.0
1270,252700000.0
1271,79100000.0
1272,23461013.0
1273,626057.0
1274,13330.0
1275,375634.0
1276,8000000.0
1277,63856929.0
1278,2800000.0
1279,5900000.0
1280,159300000.0
1281,74700000.0
1282,59900000.0
1283,57252.0
1284,60500000.0
1285,23800000.0
1286,6200000.0
1287,5700000.0
1288,126200000.0
1289,46362.0
1290,106404.0
1291,10925060.0
1292,302700000.0
1293,1100000.0
1294,3800000.0
1295,618600000.0
1296,12782749.0
1297,2581012.0
1298,2900000.0
1299,10500000.0
1300,13700000.0
1301,1935539.0
1302,3392080.0
1303,4500000.0
1304,4100000.0
1305,589400000.0
1306,910773.0
1307,32000000.0
1308,25100000.0
1309,48400000.0
1310,51300000.0
1311,11838218.0
1312,122400000.0
1313,41100000.0
1314,299300000.0
1315,458815.0
1316,9889670.0
1317,1300000.0
1318,44500000.0
1319,194201.0
1320,5700000.0
1321,2600000.0
1322,602302.0
1323,4953510.0
1324,30716901.0
1325,2007100.0
1326,110400000.0
1327,3600000.0
1328,44300000.0
1329,4166918.0
1330,20800000.0
1331,589304.0
1332,41200000.0
1333,45900000.0
1334,22415440.0
1335,48024912.0
1336,15400000.0
1337,29200000.0
1338,13000000.0
1339,169400000.0
1340,172400000.0
1341,346056.0
1342,35500000.0
1343,131500000.0
1344,2312463.0
1345,7281450.0
1346,8345056.0
1347,14772788.0
1348,3330352.0
1349,43700000.0
1350,13800000.0
1351,87900000.0
1352,164500000.0
1353,7575028.0
1354,121200000.0
1355,1700000.0
1356,1700000.0
1357,273644.0
1358,283081.0
1359,6500000.0
1360,318809.0
1361,18300000.0
1362,16574176.0
1363,51618.0
1364,7900000.0
1365,3500000.0
1366,2195000000.0
1367,387069.0
1368,534010.0
1369,14598571.0
1370,309.0
1371,122046.0
1372,9600000.0
1373,11500000.0
1374,6600000.0
1375,9054736.0
1376,36400000.0
1377,122800000.0
1378,64300000.0
1379,2900000.0
1380,6524620.0
1381,1900000.0
1382,334319.0
1383,7300000.0
1384,13700000.0
1385,15700000.0
1386,7200000.0
1387,16800000.0
1388,100841.0
1389,6100000.0
1390,23900000.0
1391,1036818.0
1392,171800000.0
1393,8900000.0
1394,553700000.0
1395,54700000.0
1396,69100000.0
1397,7000000.0
1398,9639390.0
1399,22900000.0
1400,27000000.0
1401,46700000.0
1402,2000000.0
1403,12951088.0
1404,131200000.0
1405,14051384.0
1406,50700000.0
1407,13493.0
1408,2400000.0
1409,363300000.0
1410,29200000.0
1411,25600000.0
1412,6754958.0
1413,5100000.0
1414,181233.0
1415,198700000.0
1416,56000000.0
1417,1800000.0
1418,1161063.0
1419,15923122.0
1420,676631.0
1421,2361632.0
1422,4000000.0
1423,27200000.0
1424,15064946.0
1425,349500000.0
1426,11200000.0
1427,13800000.0
1428,10000000.0
1429,294400000.0
1430,5672903.0
1431,871759.0
1432,250800000.0
1433,98000000.0
1434,40300000.0
1435,25200000.0
1436,13700000.0
1437,8165212.0
1438,1534569.0
1439,6500000.0
1440,379000000.0
1441,1900000.0
1442,55500000.0
1443,907996.0
1444,17500000.0
1445,75000000.0
1446,5700000.0
1447,19900000.0
1448,22400000.0
1449,22513.0
1450,166082.0
1451,1929168.0
1452,12100000.0
1453,10400000.0
1454,77910.0
1455,81500000.0
1456,186900000.0
1457,39200000.0
1458,1800000.0
1459,13583690.0
1460,10300000.0
1461,84000000.0
1462,125300000.0
1463,12200000.0
1464,2198044.0
1465,34600000.0
1466,30100000.0
1467,4106588.0
1468,44000000.0
1469,7571115.0
1470,3000000.0
1471,14100000.0
1472,285400000.0
1473,15610299.0
1474,136200000.0
1475,30000000.0
1476,3500000.0
1477,183000000.0
1478,250300000.0
1479,142900000.0
1480,4400000.0
1481,93100000.0
1482,50600000.0
1483,2700000.0
1484,333760.0
1485,304300000.0
1486,118475.0
1487,88000000.0
1488,21521.0
1489,10452012.0
1490,30300000.0
1491,222099.0
1492,46900000.0
1493,18912328.0
1494,26616840.0
1495,6400000.0
1496,77700000.0
1497,5878911.0
1498,92100000.0
1499,202300000.0
1500,2300000.0
1501,128000000.0
1502,1200000.0
1503,5600000.0
1504,45661.0
1505,3200000.0
1506,23300000.0
1507,3970078.0
1508,49800000.0
1509,692588.0
1510,68300000.0
1511,1081957.0
1512,52100000.0
1513,218600000.0
1514,37200000.0
1515,38100000.0
1516,4960.0
1517,19200000.0
1518,8300000.000000001
1519,5500000.0
1520,9257103.0
1521,70700000.0
1522,22900000.0
1523,113484.0
1524,140900000.0
1525,244400000.0
1526,45724.0
1527,482300000.0
1528,13109234.0
1529,289300000.0
1530,116700000.0
1531,18300000.0
1532,16300000.0
1533,164800000.0
1534,1009819.0
1535,80837.0
1536,5500000.0
1537,87500000.0
1538,6745362.0
1539,103900000.0
1540,14600000.0
1541,123104.0
1542,26800000.0
1543,73400000.0
1544,100000000.0
1545,117800000.0
1546,159700000.0
1547,713239.0
1548,2172941.0
1549,369000000.0
1550,98100000.0
1551,264100000.00000003
1552,15100000.0
1553,102400000.0
1554,72500000.0
1555,20300000.0
1556,21000000.0
1557,190000000.0
1558,123300000.0
1559,75400000.0
1560,12461773.0
1561,282175.0
1562,67200000.0
1563,777423.0
1564,8165984.0
1565,9640000.0
1566,189200000.0
1567,4700000.0
1568,250800000.0
1569,2000000.0
1570,53500000.0
1571,61700000.0
1572,6900000.0
1573,96600000.0
1574,12000000.0
1575,356300000.0
1576,1200000.0
1577,235500000.0
1578,176900000.0
1579,114000000.0
1580,100200000.0
1581,23600000.0
1582,206626.0
1583,41100000.0
1584,19600000.0
1585,22365133.0
1586,312000000.0
1587,36500000.0
1588,36900000.0
1589,10200000.0
1590,32400000.0
1591,27816.0
1592,34573780.0
1593,2000000.0
1594,87400000.0
1595,234800000.0
1596,3728888.0
1597,5000000.0
1598,248600000.0
1599,40300000.0
1600,117700000.0
1601,151500000.0
1602,30471.0
1603,98600000.0
1604,20700000.0
1605,178278.0
1606,16800000.0
1607,10100000.0
1608,2600000.0
1609,11800000.0
1610,88500000.0
1611,5453.0
1612,24500000.0
1613,2900000.0
1614,2000000.0
1615,76300000.0
1616,165000000.0
1617,28121100.0
1618,145071.0
1619,5800000.0
1620,92900000.0
1621,6300000.0
1622,44000000.0
1623,177800000.0
1624,10500000.0
1625,10000000.0
1626,35200000.0
1627,17200000.0
1628,212400000.0
1629,17600000.0
1630,162100000.0
1631,90900000.0
1632,101200000.0
1633,4488529.0
1634,46100000.0
1635,93900000.0
1636,33543.0
1637,90700000.0
1638,149700000.0
1639,9400000.0
1640,48300000.0
1641,4197729.0
1642,28500000.0
1643,286800000.0
1644,180200000.0
1645,4000000.0
1646,40800000.0
1647,74000000.0
1648,2891515.0
1649,4200000.0
1650,12000000.0
1651,14011454.0
1652,100200000.0
1653,134400000.0
1654,34100000.0
1655,31300000.0
1656,4956401.0
1657,3100000.0
1658,12000000.0
1659,56900000.0
1660,3700000.0
1661,73300000.0
1662,5985690.0
1663,3200000.0
1664,6552255.0
1665,8302478.0
1666,2924635.0
1667,48500000.0
1668,47400000.0
1669,4634.0
1670,465300000.0
1671,118000000.0
1672,67000000.0
1673,54264342.0
1674,16100000.000000002
1675,15415361.0
1676,507941.0
1677,4600000.0
1678,416400000.0
1679,22300000.0
